slabinfo - version: 2.1
# name            <active_objs> <num_objs> <objsize> <objperslab> <pagesperslab> : tunables <limit> <batchcount> <sharedfactor> : slabdata <active_slabs> <num_slabs> <sharedavail>
kmalloc-rcl-256       32     32    256   32    2 : tunables    0    0    0 : slabdata      1      1      0
kmalloc-rcl-192      441    441    192   21    1 : tunables    0    0    0 : slabdata     21     21      0
kmalloc-rcl-128     1984   2976    128   32    1 : tunables    0    0    0 : slabdata     93     93      0
kmalloc-rcl-64      3706   7296     64   64    1 : tunables    0    0    0 : slabdata    114    114      0
kmalloc-8k          1178   1252   8192    4    8 : tunables    0    0    0 : slabdata    313    313      0
kmalloc-4k          4734   4849   4096    8    8 : tunables    0    0    0 : slabdata    607    607      0
kmalloc-2k          4078   4528   2048   16    8 : tunables    0    0    0 : slabdata    283    283      0
kmalloc-1k          6197   6784   1024   32    8 : tunables    0    0    0 : slabdata    212    212      0
kmalloc-512        15911  18688    512   32    4 : tunables    0    0    0 : slabdata    584    584      0
kmalloc-256         9871  10656    256   32    2 : tunables    0    0    0 : slabdata    333    333      0
kmalloc-192         8630  10143    192   21    1 : tunables    0    0    0 : slabdata    483    483      0
kmalloc-128        36915  47264    128   32    1 : tunables    0    0    0 : slabdata   1477   1477      0
kmalloc-64        339944 354304     64   64    1 : tunables    0    0    0 : slabdata   5536   5536      0
kmem_cache_node      362    640     64   64    1 : tunables    0    0    0 : slabdata     10     10      0
kmem_cache           330    480    256   32    2 : tunables    0    0    0 : slabdata     15     15      0
